ID;CODE;NAME
8320;A26.06.135.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате ткани селезенки или парафиновом блоке методом ПЦР
8321;A26.06.136;Молекулярно-биологическое исследование нативного препарата тканей лимфоузла или парафинового блокана микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8322;A26.06.136.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате тканей лимфоузла или парафиновом блоке
8323;A26.06.137;Молекулярно-биологическое исследование нативного препарата тканей лимфоузла или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG)
8324;A26.06.137.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей лимфоузла или парафиновом блоке методом ПЦР
8325;A26.06.138;Исследование уровня интерферона-гамма на антигены Mycobacterium tuberculosis complex в крови
8326;A26.07.001;Микроскопическое исследование соскоба язвы полости рта на бледную трепонему (Treponema pallidum)
8327;A26.07.002;Микробиологическое (культуральное) исследование материала из десневых карманов на неспорообразующие анаэробные микроорганизмы
8328;A26.07.003;Микробиологическое (культуральное) исследование абсцессов на неспорообразующие анаэробные микроорганизмы
8329;A26.07.004;Микробиологическое (культуральное) исследование отделяемого слизистой полости рта на неспорообразующие анаэробные микроорганизмы
8330;A26.07.005;Микробиологическое (культуральное) исследование абсцессов на аэробные и факультативно-анаэробные микроорганизмы
8331;A26.07.006;Микробиологическое (культуральное) исследование соскоба полости рта на дрожжевые грибы
8332;A26.07.007;Молекулярно-биологическое исследование слюны на цитомегаловирус (Cytomegalovirus)
8333;A26.07.007.001;Определение ДНК цитомегаловируса (Cytomegalovirus) методом ПЦР в слюне, качественное исследование
8334;A26.07.007.002;Определение ДНК цитомегаловируса (Cytomegalovirus) методом ПЦР в слюне, количественное исследование
8335;A26.07.008;Молекулярно-биологическое исследование слюны на вирус герпеса человека 6 типа (HHV 6)
8336;A26.07.008.001;Определение ДНК вирус герпеса человека 6 типа (HHV 6) в слюне, количественное исследование
8337;A26.07.009;Молекулярно-биологическое исследование слюны на парвовирус B19 (Parvovirus B19)
8338;A26.07.009.001;Определение ДНК парвовируса B19 (Parvo virus B19) методом ПЦР в слюне, качественное исследование
8339;A26.07.009.002;Определение ДНК парвовируса B19 (Parvo virus B19) методом ПЦР в слюне, количественное исследование
8340;A26.07.010;Молекулярно-биологическое исследование слюны на вирус краснухи (Rubella virus)
8341;A26.07.010.001;Определение РНК вируса краснухи (Rubella virus) методом ПЦР в слюне, качественное исследование
8342;A26.07.010.002;Определение РНК вируса краснухи (Rubella virus) методом ПЦР в слюне, количественное исследование
8343;A26.07.011;Молекулярно-биологическое исследование отделяемого эрозивно-язвенных элементов слизистой оболочки ротовой полости на бледную трепонему (Treponema pallidum)
8344;A26.07.011.001;Определение ДНК бледной трепонемы (Treponema pallidum) в отделяемом эрозивно-язвенных элементов слизистой оболочки ротовой полости методом ПЦР
8345;A26.07.012;Микробиологическое (культуральное) исследование отделяемого из полости рта
8346;A26.07.013;Молекулярно-биологическое исследование нативного препарата тканей полости рта или парафинового блока на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8347;A26.07.013.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате тканей полости рта или парафиновом блоке
8348;A26.07.014;Молекулярно-биологическое исследование нативного препарата тканей полости рта или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG)
8349;A26.07.014.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате тканей полости рта или парафиновом блоке методом ПЦР
8350;A26.08.001;Микробиологическое (культуральное) исследование слизи и пленок с миндалин на палочку дифтерии (Corinebacterium diphtheriae)
8351;A26.08.002;Микроскопическое исследование мазков с задней стенки глотки на менингококк (Neisseria meningitidis)
8352;A26.08.003;Микробиологическое (культуральное) исследование слизи с задней стенки глотки на менингококк (Neisseria meningitidis)
8353;A26.08.004;Микроскопическое исследование мазков с миндалин на гонококк (Neisseria gonorrhoeae)
8354;A26.08.005;Микробиологическое (культуральное) исследование слизи с миндалин и задней стенки глотки на аэробные и факультативно-анаэробные микроорганизмы
8355;A26.08.006;Микробиологическое (культуральное) исследование смывов из околоносовых полостей на аэробные и факультативно-анаэробные микроорганизмы
8356;A26.08.007;Микробиологическое (культуральное) исследование пунктатов из околоносовых полостей на неспорообразующие анаэробные микроорганизмы
8357;A26.08.008;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на коронавирусы 229E, OC43, NL63, HKUI (Human Coronavirus)
8358;A26.08.008.001;Определение РНК коронавирусов 229E, OC43, NL63, HKUI (Human Coronavirus) в мазках со слизистой оболочки носоглотки методом ПЦР
8359;A26.08.009;Микробиологическое (культуральное) исследование носоглоточных смывов на дрожжевые грибы
8360;A26.08.010;Микробиологическое (культуральное) исследование носоглоточных смывов на мицелиальные грибы
8361;A26.08.011;Микроскопическое исследование смывов из зева на пневмоцисты (Pneumocestis carinii)
8362;A26.08.012;Микроскопическое исследование специфических элементов с миндалин на бледную трепонему (Treponema pallidum)
8363;A26.08.013;Молекулярно-биологическое исследование носоглоточных смывов на вирус эпидемического паротита
8364;A26.08.013.001;Определение ДНК вируса эпидемического паротита в носоглоточных смывах методом ПЦР
8365;A26.08.014;Молекулярно-биологическое исследование отделяемого верхних дыхательных путей на микоплазму хоминис (Mycoplasma hominis)
8366;A26.08.015;Бактериологическое исследование отделяемого из зева на стрептококк группы A (Streptococcus gr. A)
8367;A26.08.016;Бактериологическое исследование отделяемого слизистой оболочки ротоглотки на гонококк (Neisseria gonorrhoeae)
8368;A26.08.017;Молекулярно-биологическое исследование соскоба из носоглотки на вирус простого герпеса (Herpes simplex virus)
8369;A26.08.018;Определение антигена стрептококка группы A (S.pyogenes) в отделяемом верхних дыхательных путей
8370;A26.08.019;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на вирус гриппа (Influenza virus)
8371;A26.08.019.001;Определение РНК вируса гриппа A (Influenza virus A) в мазках со слизистой оболочки носоглотки методом ПЦР
8372;A26.08.019.002;Определение РНК вируса гриппа B (Influenza virus B) в мазках со слизистой оболочки носоглотки методом ПЦР
8373;A26.08.019.003;Определение РНК вируса гриппа C (Influenza virus C) в мазках со слизистой оболочки носоглотки методом ПЦР
8374;A26.08.020;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на респираторно-синцитиальный вирус (Human Respiratory Syncytial virus)
8375;A26.08.020.001;Определение РНК респираторно-синцитиального вируса (Human Respiratory Syncytial virus) в мазках со слизистой оболочки носоглотки методом ПЦР
8376;A26.08.022;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на аденовирус (Human Adenovirus)
8377;A26.08.022.001;Определение ДНК аденовируса (Human Adenovirus) в мазках со слизистой оболочки носоглотки методом ПЦР
8378;A26.08.023;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на метапневмовирус (Human Metapneumo virus)
8379;A26.08.023.001;Определение РНК метапневмовируса (Human Metapneumo virus) в мазках со слизистой оболочки носоглотки методом ПЦР
8380;A26.08.024;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки вирусов парагриппа (Human Parainfluenza virus)
8381;A26.08.024.001;Определение РНК вирусов парагриппа (Human Parainfluenza virus) в мазках со слизистой оболочки носоглотки методом ПЦР
8382;A26.08.025;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на риновирусы (Human Rhinovirus)
8383;A26.08.025.001;Определение РНК риновирусов (Human Rhinovirus) в мазках со слизистой оболочки носоглотки методом ПЦР
8384;A26.08.026;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на бокавирус (Human Bocavirus)
8385;A26.08.026.001;Определение ДНК бокавируса (Human Bocavirus) в мазках со слизистой оболочки носоглотки методом ПЦР
8386;A26.08.027;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на коронавирус ТОРС (SARS-cov)
8387;A26.08.027.001;Определение РНК коронавируса ТОРС (SARS-cov) в мазках со слизистой оболочки носоглотки методом ПЦР
8388;A26.08.028;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на коронавирус БВРС (MERS-cov)
8389;A26.08.028.001;Определение РНК коронавируса БВРС (MERS-cov) в мазках со слизистой оболочки носоглотки методом ПЦР
8390;A26.08.029;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Mycoplasma pneumoniae
8391;A26.08.029.001;Определение ДНК Mycoplasma pneumoniae в мазках со слизистой оболочки носоглотки методом ПЦР
8392;A26.08.030;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Chlamydophila pneumoniae
8393;A26.08.030.001;Определение ДНК Chlamydophila pneumoniae в мазках со слизистой оболочки носоглотки методом ПЦР
8394;A26.08.031;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на возбудители коклюша (Bordetella pertussis, Bordetella parapertussis, Bordetella bronchiseprica)
8395;A26.08.031.001;Определение ДНК возбудителей коклюша (Bordetella pertussis, Bordetella parapertussis, Bordetella bronchiseprica) в мазках со слизистой оболочки носоглотки методом ПЦР
8396;A26.08.032;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на возбудитель дифтерии (Corynebacterium diphtheriae)
8397;A26.08.032.001;Определение ДНК возбудителя дифтерии (Corynebacterium diphtheriae) в мазках со слизистой оболочки носоглотки методом ПЦР
8398;A26.08.033;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Streptococcus pneumoniae
8399;A26.08.033.001;Определение ДНК Streptococcus pneumoniae в мазках со слизистой оболочки носоглотки методом ПЦР, количественное исследование
8400;A26.08.034;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Haemophilus influenzae
8401;A26.08.034.001;Определение ДНК Haemophilus influenzae в мазках со слизистой оболочки носоглотки методом ПЦР количественное исследование
8402;A26.08.035;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Moraxella catarrhalis
8403;A26.08.035.001;Определение ДНК Moraxella catarrhalis в мазках со слизистой оболочки носоглотки методом ПЦР количественное исследование
8404;A26.08.036;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Staphylococcus aureus
8405;A26.08.036.001;Определение ДНК Staphylococcus aureus в мазках со слизистой оболочки носоглотки методом ПЦР, количественное исследование
8406;A26.08.037;Молекулярно-биологическое исследование мазков со слизистой оболочки носоглотки на Streptococcus pyogenes
8407;A26.08.037.001;Определение ДНК Streptococcus pyogenes в мазках со слизистой оболочки носоглотки методом ПЦР, количественное исследование
8408;A26.08.038;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на вирус гриппа (Influenza virus)
8409;A26.08.038.001;Определение РНК вируса гриппа A (Influenza virus A) в мазках со слизистой оболочки ротоглотки методом ПЦР
8410;A26.08.038.002;Определение РНК вируса гриппа B (Influenza virus B) в мазках со слизистой оболочки ротоглотки методом ПЦР
8411;A26.08.038.003;Определение РНК вируса гриппа C (Influenza virus C) в мазках со слизистой оболочки ротоглотки методом ПЦР
8412;A26.08.039;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на респираторно-синцитиальный вирус (Human Respiratory Syncytial virus)
8413;A26.08.039.001;Определение РНК респираторно-синцитиального вируса (Human Respiratory Syncytial virus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8414;A26.08.040;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на аденовирус (Human Adenovirus)
8415;A26.08.040.001;Определение ДНК аденовируса (Human Adenovirus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8416;A26.08.041;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на метапневмовирус (Human Metapneumovirus)
8417;A26.08.041.001;Определение РНК метапневмовируса (Human Metapneumovirus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8418;A26.08.042;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки вирусов парагриппа (Human Parainfluenza virus)
8419;A26.08.042.001;Определение РНК вирусов парагриппа (Human Parainfluenza virus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8420;A26.08.043;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на риновирусы (Human Rhinovirus)
8421;A26.08.043.001;Определение РНК риновирусов (Human Rhinovirus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8422;A26.08.044;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на бокавирус (Human Bocavirus)
8423;A26.08.044.001;Определение ДНК бокавируса (Human Bocavirus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8424;A26.08.045;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на коронавирусы 229E, OC43, NL63, HKUI (Human Coronavirus)
8425;A26.08.045.001;Определение РНК коронавирусов 229E, OC43, NL63, HKUI (Human Coronavirus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8426;A26.08.046;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на коронавирус ТОРС (SARS-cov)
8427;A26.08.046.001;Определение РНК коронавируса ТОРС (SARS-cov) в мазках со слизистой оболочки ротоглотки методом ПЦР
8428;A26.08.047;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на коронавирус БВРС (MERS-cov)
8429;A26.08.047.001;Определение РНК коронавируса БВРС (MERS-cov) в мазках со слизистой оболочки ротоглотки методом ПЦР
8430;A26.08.048;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Mycoplasma pneumoniae
8431;A26.08.048.001;Определение ДНК Mycoplasma pneumoniae в мазках со слизистой оболочки ротоглотки методом ПЦР
8432;A26.08.049;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Chlamydophila pneumoniae
8433;A26.08.049.001;Определение ДНК Chlamydophila pneumoniae в мазках со слизистой оболочки ротоглотки методом ПЦР
8434;A26.08.050;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на возбудителей коклюша (Bordetella pertussis, Bordetella parapertussis, Bordetella bronchiseprica)
8435;A26.08.050.001;Определение ДНК возбудителей коклюша (Bordetella pertussis, Bordetella parapertussis, Bordetella bronchiseprica) в мазках со слизистой оболочки ротоглотки методом ПЦР
8436;A26.08.051;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на возбудителя дифтерии (Corynebacterium diphtheriae)
8437;A26.08.051.001;Определение ДНК возбудителя дифтерии (Corynebacterium diphtheriae) в мазках со слизистой оболочки ротоглотки методом ПЦР
8438;A26.08.052;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Streptococcus pneumoniae
8439;A26.08.052.001;Определение ДНК Streptococcus pneumoniae в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8440;A26.08.053;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Haemophilus influenzae
8441;A26.08.053.001;Определение ДНК Haemophilus influenzae в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8442;A26.08.054;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Moraxella catarrhalis
8443;A26.08.054.001;Определение ДНК Moraxella catarrhalis в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8444;A26.08.055;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Staphylococcus aureus
8445;A26.08.055.001;Определение ДНК Staphylococcus aureus в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8446;A26.08.056;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Streptococcus pyogenes
8447;A26.08.056.001;Определение ДНК Streptococcus pyogenes в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8448;A26.08.057;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на парвовирус B19 (Parvovirus B19)
8449;A26.08.057.001;Определение ДНК парвовируса B19 (Parvovirus B19) в мазках со слизистой оболочки ротоглотки методом ПЦР, качественное исследование
8450;A26.08.057.002;Определение ДНК парвовируса B19 (Parvovirus B19) в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8451;A26.08.058;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на цитомегаловирус (Cytomegalovirus)
8452;A26.08.058.001;Определение ДНК цитомегаловируса (Cytomegalovirus) в мазках со слизистой оболочки ротоглотки методом ПЦР, качественное исследование
8453;A26.08.058.002;Определение ДНК цитомегаловируса (Cytomegalovirus) в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8454;A26.08.059;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на вирус Эпштейна-Барр (Epstein - Barr virus)
8455;A26.08.059.001;Определение ДНК вируса Эпштейна-Барр (Epstein - Barr virus) в мазках со слизистой оболочки ротоглотки методом ПЦР, качественное исследование
8456;A26.08.059.002;Определение ДНК вируса Эпштейна-Барр (Epstein - Barr virus) в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8457;A26.08.060;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на вирус герпеса 6 типа (HHV6)
8458;A26.08.060.001;Определение ДНК вируса герпеса 6 типа (HHV6) в мазках со слизистой оболочки ротоглотки методом ПЦР, качественное исследование
8459;A26.08.060.002;Определение ДНК вируса герпеса 6 типа (HHV6) в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8460;A26.08.061;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Pneumocystis jirovecii (carinii)
8461;A26.08.061.001;Определение ДНК Pneumocystis jirovecii (carinii) в мазках со слизистой оболочки ротоглотки методом ПЦР
8462;A26.08.062;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на Pseudomonas aeruginosa
8463;A26.08.062.001;Определение ДНК Pseudomonas aeruginosa в мазках со слизистой оболочки ротоглотки методом ПЦР
8464;A26.08.063;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки для выявления РНК вируса краснухи (Rubella virus)
8465;A26.08.063.001;Определение РНК вируса краснухи (Rubella virus) в мазках со слизистой оболочки ротоглотки методом ПЦР
8466;A26.08.064;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на менингококк (Neisseria meningitidis)
8467;A26.08.064.001;Определение ДНК менингококка (Neisseria meningitidis) в мазках со слизистой оболочки ротоглотки методом ПЦР
8468;A26.08.066;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на хламидию трахоматис (Chlamydia trachomatis)
8469;A26.08.066.001;Определение ДНК хламидии трахоматис (Chlamydia trachomatis) в мазках со слизистой оболочки ротоглотки методом ПЦР
8470;A26.08.067;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на гонококк (Neisseria gonorrhoeae)
8471;A26.08.067.001;Определение ДНК гонококка (Neisseria gonorrhoeae) в мазках со слизистой оболочки ротоглотки методом ПЦР
8472;A26.08.068;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки на метициллин-чувствительные и метициллин-резистентные Staphylococcus aureus, метициллин-резистентные коагулазонегативные Staphylococcus spp.
8473;A26.08.068.001;Определение ДНК метициллин-чувствительных и метициллин-резистентных Staphylococcus aureus, метициллин-резистентных коагулазонегативных Staphylococcus spp. в мазках со слизистой оболочки ротоглотки методом ПЦР, качественное исследование
8474;A26.08.068.002;Определение ДНК метициллин-чувствительных и метициллин-резистентных Staphylococcus aureus, метициллин-резистентных коагулазонегативных Staphylococcus spp. в мазках со слизистой оболочки ротоглотки методом ПЦР, количественное исследование
8475;A26.08.069;Молекулярно-биологическое исследование мазков со слизистой оболочки ротоглотки для выявления генов приобретенных карбапенемаз бактерий
8476;A26.08.069.001;Выявление генов приобретенных карбапенемаз класса металло-
8477;;-лактамаз (МБЛ) групп VIM, IMP и NDM в мазках со слизистой оболочки ротоглотки методом ПЦР
8478;A26.08.069.002;Выявление генов приобретенных карбапенемаз групп KPC и OXA-48-подобных в мазках со слизистой оболочки ротоглотки методом ПЦР
8479;A26.08.070;Иммунохроматографическое экспресс-исследование мазка из зева на стрептококки группы A
8480;A26.08.071;Иммунохроматографическое экспресс-исследование мазка из зева, носоглоточного аспирата или назального смыва на аденовирус
8481;A26.08.072;Иммунохроматографическое экспресс-исследование носоглоточного мазка на вирус гриппа A
8482;A26.08.073;Иммунохроматографическое экспресс-исследование носоглоточного мазка на вирус гриппа B
8483;A26.08.074;Молекулярно-биологическое исследование нативного препарата верхних дыхательных путей или парафинового блока на Mycobacterium tuberculosis complex (микобактерий туберкулеза)
8484;A26.08.074.001;Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в нативном препарате верхних дыхательных путей или парафиновом блоке
8485;A26.08.075;Молекулярно-биологическое исследование нативного препарата верхних дыхательных путей или парафинового блока для дифференциации видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG)
8486;A26.08.075.001;Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в нативном препарате верхних дыхательных путей или парафиновом блоке методом ПЦР
8487;A26.09.001;Микроскопическое исследование мокроты на микобактерии (Mycobacterium spp.)
8488;A26.09.002;Микробиологическое (культуральное) исследование мокроты на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8489;A26.09.002.001;Микробиологическое (культуральное) исследование мокроты на плотных питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8490;A26.09.002.002;Микробиологическое (культуральное) исследование мокроты на жидких питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8491;A26.09.003;Микробиологическое (культуральное) исследование плевральной жидкости на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8492;A26.09.003.001;Микробиологическое (культуральное) исследование плевральной жидкости на плотных питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8493;A26.09.003.002;Микробиологическое (культуральное) исследование плевральной жидкости на жидких питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8494;A26.09.004;Микробиологическое (культуральное) исследование бронхоальвеолярной жидкости на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8495;A26.09.004.001;Микробиологическое (культуральное) исследование бронхоальвеолярной жидкости на плотных питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8496;A26.09.004.002;Микробиологическое (культуральное) исследование бронхоальвеолярной жидкости на жидких питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8497;A26.09.005;Микробиологическое (культуральное) исследование бронхо-легочной ткани на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8498;A26.09.005.001;Микробиологическое (культуральное) исследование бронхо-легочной ткани на плотных питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8499;A26.09.005.002;Микробиологическое (культуральное) исследование бронхо-легочной ткани на жидких питательных средах на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
8500;A26.09.006;Микробиологическое (культуральное) исследование мокроты на микоплазму (Mycoplasma pneumoniae)
8501;A26.09.007;Микробиологическое (культуральное) исследование бронхоальвеолярной лаважной жидкости на микоплазму (Mycoplasma pneumoniae)
8502;A26.09.008;Микробиологическое (культуральное) исследование биоптата легкого на легионеллу пневмонии (Legionella pneumophilia)
8503;A26.09.009;Микробиологическое (культуральное) исследование плеврального экссудата на легионеллу пневмонии (Legionella pneumophilia)
8504;A26.09.010;Микробиологическое (культуральное) исследование мокроты на аэробные и факультативно-анаэробные микроорганизмы
8505;A26.09.011;Микробиологическое (культуральное) исследование лаважной жидкости на аэробные и факультативно-анаэробные микроорганизмы
8506;A26.09.012;Микробиологическое (культуральное) исследование плевральной жидкости на аэробные и факультативно-анаэробные микроорганизмы
8507;A26.09.013;Микробиологическое (культуральное) исследование мокроты абсцессов на неспорообразующие анаэробные микроорганизмы
8508;A26.09.014;Микробиологическое (культуральное) исследование плевральной жидкости на неспорообразующие анаэробные микроорганизмы
8509;A26.09.015;Микробиологическое (культуральное) исследование слизи с задней стенки глотки на палочку коклюша (Bordetella pertussis)
8510;A26.09.016;Микробиологическое (культуральное) исследование мокроты на хламидии (Chlamidia pneumoniae)
8511;A26.09.017;Молекулярно-биологическое исследование бронхоальвеолярной лаважной жидкости на респираторно-синтициальный вирус (Respiratory Syncytial virus)
8512;A26.09.017.001;Определение РНК респираторно-синцитиального вируса (Respiratory Syncytial virus) в бронхоальвеолярной лаважной жидкости методом ПЦР
8513;A26.09.018;Молекулярно-биологическое исследование бронхоальвеолярной лаважной жидкости на аденовирус (Adenovirus)
8514;A26.09.018.001;Определение ДНК аденовируса в бронхоальвеолярной лаважной жидкости методом ПЦР
8515;A26.09.019;Молекулярно-биологическое исследование бронхоальвеолярной лаважной жидкости на вирус гриппа (Influenza virus)
8516;A26.09.019.001;Определение РНК вируса гриппа A в бронхоальвеолярной лаважной жидкости методом ПЦР
8517;A26.09.019.002;Определение РНК вируса гриппа B в бронхоальвеолярной лаважной жидкости методом ПЦР
8518;A26.09.019.003;Определение РНК вируса гриппа C в бронхоальвеолярной лаважной жидкости методом ПЦР
8519;A26.09.020;Молекулярно-биологическое исследование бронхоальвеолярной лаважной жидкости на коронавирусы 229E, OC43, NL63, HKUI
8520;A26.09.020.001;Определение РНК коронавирусов 229E, OC43, NL63, HKUI (Human Coronavirus) в бронхоальвеолярной лаважной жидкости методом ПЦР
8521;A26.09.021;Микроскопическое исследование мокроты на грибы (дрожжевые и мицелиальные)
